relation,entity,group_size,first_time,last_time,fraud_rate,lifespan_days
card_core_addr1,18018|452.0|150.0|117.0|264.0,881,87349,10436937,0.0170261066969353,119.78689814814815
device_info,Windows,36668,86549,10437751,0.060897785535071455,119.8055787037037
device_info,iOS Device,16084,86535,10436630,0.05968664511315593,119.7927662037037
device_info,MacOS,10191,86620,10437093,0.01697576292807379,119.7971412037037
device_info,Trident/7.0,6048,94049,10436315,0.011739417989417989,119.70215277777778
device_info,rv:11.0,1550,132290,10425318,0.04,119.13226851851852
device_info,rv:57.0,948,94083,10178195,0.10337552742616034,116.71425925925926
device_info,SM-J700M Build/MMB29K,373,94038,10434142,0.10723860589812333,119.67712962962963
device_info,SM-G610M Build/MMB29K,308,97774,10429590,0.08766233766233766,119.58120370370371
device_info,SM-G531H Build/LMY48B,305,149514,10429417,0.09836065573770492,118.9803587962963
device_info,SM-G955U Build/NRD90M,294,97647,10337665,0.06802721088435375,118.51872685185185
device_info,SM-G950U Build/NRD90M,280,92639,10320933,0.05,118.38303240740741
device_info,rv:58.0,253,318379,10294395,0.18972332015810275,115.46314814814815
device_info,SM-G930V Build/NRD90M,240,87445,10208787,0.0,117.14516203703704
device_info,SM-G935F Build/NRD90M,233,175544,10363492,0.1072961373390558,117.91606481481482
device_info,ALE-L23 Build/HuaweiALE-L23,225,178020,10426605,0.08,118.61788194444445
device_info,rv:52.0,216,92350,10373017,0.05555555555555555,118.98920138888889
device_info,SAMSUNG,193,102630,10437161,0.02072538860103627,119.61262731481482
device_info,SM-N950U Build/NMF26X,192,230094,10414624,0.06770833333333333,117.87650462962964
device_info,hi6210sft Build/MRA58K,187,969331,6792993,0.9625668449197861,67.40349537037036
device_info,SM-G950F Build/NRD90M,174,191921,10381367,0.1781609195402299,117.93340277777777
device_info,rv:48.0,161,158671,10259848,0.012422360248447204,116.91177083333334
device_info,SM-A300H Build/LRX22G,158,238269,10429722,0.8164556962025317,117.95663194444444
device_info,SM-G532M Build/MMB29T,144,244535,10349091,0.06944444444444445,116.95087962962963
device_info,SM-G570M Build/MMB29K,135,195369,10417375,0.014814814814814815,118.31025462962963
device_info,SM-J320M Build/LMY47V,127,224759,10380749,0.31496062992125984,117.54618055555555
device_fingerprint,Windows|Windows 10|chrome 63.0|1920x1080,2556,559360,9065049,0.021517996870109544,98.44547453703704
device_fingerprint,Windows|Windows 7|chrome 63.0|1920x1080,1414,598865,9850190,0.07355021216407355,107.07552083333333
device_fingerprint,Windows|Windows 10|chrome 63.0|1366x768,1386,666751,8619827,0.049783549783549784,92.04949074074074
device_fingerprint,iOS Device|iOS 11.1.2|mobile safari 11.0|1334x750,1076,86535,5427484,0.02973977695167286,61.81653935185185
device_fingerprint,iOS Device|iOS 11.2.1|mobile safari 11.0|1334x750,1059,1262081,5414793,0.0339943342776204,48.063796296296296
device_fingerprint,Trident/7.0|Windows 7|ie 11.0 for desktop|1920x1080,978,94049,10433851,0.007157464212678937,119.67363425925926
device_fingerprint,iOS Device|iOS 11.2.1|mobile safari 11.0|2208x1242,856,1256080,5394557,0.05841121495327103,47.899039351851854
device_fingerprint,iOS Device|iOS 11.1.2|mobile safari 11.0|2208x1242,820,89663,5238632,0.045121951219512194,59.59454861111111
device_fingerprint,Windows|Windows 10|chrome 62.0|1920x1080,810,90635,4976339,0.009876543209876543,56.5475
device_fingerprint,Windows|Windows 10|edge 16.0|1920x1080,654,159248,10428615,0.01529051987767584,118.85841435185185
device_fingerprint,Windows|Windows 7|chrome 63.0|1366x768,548,675665,10371617,0.016423357664233577,112.22166666666666
device_fingerprint,Windows|Windows 10|chrome 63.0|1600x900,544,676515,8897588,0.011029411764705883,95.15130787037037
device_fingerprint,iOS Device|iOS 11.1.2|mobile safari 11.0|2048x1536,467,90581,5416017,0.010706638115631691,61.63699074074074
device_fingerprint,Windows|Windows 10|chrome 62.0|1366x768,465,86668,4060363,0.0064516129032258064,45.991840277777776
device_fingerprint,Windows|Windows 10|chrome 64.0|1920x1080,442,5513263,10271002,0.03167420814479638,55.06642361111111
device_fingerprint,Windows|Windows 7|chrome 63.0|1600x900,439,660721,10345936,0.05239179954441914,112.09739583333334
device_fingerprint,Windows|Windows 10|firefox 57.0|1920x1080,408,142588,7667725,0.0,87.09649305555556
device_fingerprint,Windows|Windows 7|chrome 62.0|1920x1080,393,96579,6651717,0.03816793893129771,75.86965277777777
device_fingerprint,iOS Device|iOS 10.3.3|mobile safari 10.0|1334x750,366,154160,5417750,0.1284153005464481,60.92118055555556
device_fingerprint,iOS Device|iOS 10.3.3|mobile safari 10.0|2048x1536,360,93218,5434167,0.0,61.81653935185185
device_fingerprint,Windows|Windows 10|edge 15.0|1920x1080,336,93854,9571627,0.002976190476190476,109.69644675925926
device_fingerprint,Trident/7.0|Windows 10|ie 11.0 for desktop|1920x1080,334,142236,10427844,0.0,119.04638888888888
device_fingerprint,MacOS|Mac OS X 10_12_6|safari generic|1440x900,331,144663,10257583,0.012084592145015106,117.04768518518519
device_fingerprint,iOS Device|iOS 11.2.5|mobile safari generic|2208x1242,316,2015087,10092202,0.16772151898734178,93.48512731481482
device_fingerprint,Windows|Windows 10|edge 15.0|1366x768,307,96695,9518163,0.08469055374592833,109.04476851851852
