column,dtype,rows,non_null_count,missing_count,missing_pct,unique_count,unique_pct_non_null,is_all_missing,is_constant
D11,float64,590540,311253,279287,0.47293494090154775,676,0.0021718666165466676,False,False
D12,float64,590540,64717,525823,0.8904104717715988,635,0.009811950492142714,False,False
D13,float64,590540,61952,528588,0.8950926270870728,577,0.009313662190082644,False,False
D14,float64,590540,62187,528353,0.8946946862193924,802,0.01289658610320485,False,False
D15,float64,590540,501427,89113,0.1509008703898127,859,0.001713110781828661,False,False
M1,object,590540,319440,271100,0.4590713584177194,2,6.260956674179815e-06,False,False
M2,object,590540,319440,271100,0.4590713584177194,2,6.260956674179815e-06,False,False
M3,object,590540,319440,271100,0.4590713584177194,2,6.260956674179815e-06,False,False
M4,object,590540,309096,281444,0.47658753005723575,3,9.705722493982452e-06,False,False
M5,object,590540,240058,350482,0.5934940901547736,2,8.33131993101667e-06,False,False
M6,object,590540,421180,169360,0.28678836319300977,2,4.748563559523244e-06,False,False
M7,object,590540,244275,346265,0.5863531682866528,2,8.187493603520623e-06,False,False
M8,object,590540,244288,346252,0.5863311545365258,2,8.187057898873462e-06,False,False
M9,object,590540,244288,346252,0.5863311545365258,2,8.187057898873462e-06,False,False
V1,float64,590540,311253,279287,0.47293494090154775,2,6.425640877357006e-06,False,False
V2,float64,590540,311253,279287,0.47293494090154775,9,2.8915383948106524e-05,False,False
V3,float64,590540,311253,279287,0.47293494090154775,10,3.2128204386785025e-05,False,False
V4,float64,590540,311253,279287,0.47293494090154775,7,2.2489743070749518e-05,False,False
V5,float64,590540,311253,279287,0.47293494090154775,7,2.2489743070749518e-05,False,False
V6,float64,590540,311253,279287,0.47293494090154775,10,3.2128204386785025e-05,False,False
V7,float64,590540,311253,279287,0.47293494090154775,10,3.2128204386785025e-05,False,False
V8,float64,590540,311253,279287,0.47293494090154775,9,2.8915383948106524e-05,False,False
V9,float64,590540,311253,279287,0.47293494090154775,9,2.8915383948106524e-05,False,False
V10,float64,590540,311253,279287,0.47293494090154775,5,1.6064102193392512e-05,False,False
V11,float64,590540,311253,279287,0.47293494090154775,6,1.9276922632071017e-05,False,False
V12,float64,590540,514467,76073,0.1288193856470349,4,7.775037077208062e-06,False,False
V13,float64,590540,514467,76073,0.1288193856470349,7,1.3606314885114109e-05,False,False
V14,float64,590540,514467,76073,0.1288193856470349,2,3.887518538604031e-06,False,False
V15,float64,590540,514467,76073,0.1288193856470349,8,1.5550074154416123e-05,False,False
V16,float64,590540,514467,76073,0.1288193856470349,15,2.9156389039530232e-05,False,False
V17,float64,590540,514467,76073,0.1288193856470349,16,3.1100148308832246e-05,False,False
V18,float64,590540,514467,76073,0.1288193856470349,16,3.1100148308832246e-05,False,False
V19,float64,590540,514467,76073,0.1288193856470349,8,1.5550074154416123e-05,False,False
V20,float64,590540,514467,76073,0.1288193856470349,15,2.9156389039530232e-05,False,False
V21,float64,590540,514467,76073,0.1288193856470349,6,1.1662555615812093e-05,False,False
V22,float64,590540,514467,76073,0.1288193856470349,9,1.749383342371814e-05,False,False
V23,float64,590540,514467,76073,0.1288193856470349,14,2.7212629770228218e-05,False,False
V24,float64,590540,514467,76073,0.1288193856470349,14,2.7212629770228218e-05,False,False
V25,float64,590540,514467,76073,0.1288193856470349,7,1.3606314885114109e-05,False,False
V26,float64,590540,514467,76073,0.1288193856470349,13,2.52688705009262e-05,False,False
V27,float64,590540,514467,76073,0.1288193856470349,4,7.775037077208062e-06,False,False
V28,float64,590540,514467,76073,0.1288193856470349,4,7.775037077208062e-06,False,False
V29,float64,590540,514467,76073,0.1288193856470349,6,1.1662555615812093e-05,False,False
V30,float64,590540,514467,76073,0.1288193856470349,8,1.5550074154416123e-05,False,False
V31,float64,590540,514467,76073,0.1288193856470349,8,1.5550074154416123e-05,False,False
V32,float64,590540,514467,76073,0.1288193856470349,15,2.9156389039530232e-05,False,False
V33,float64,590540,514467,76073,0.1288193856470349,7,1.3606314885114109e-05,False,False
V34,float64,590540,514467,76073,0.1288193856470349,13,2.52688705009262e-05,False,False
V35,float64,590540,421571,168969,0.2861262573238053,4,9.488318693648282e-06,False,False
V36,float64,590540,421571,168969,0.2861262573238053,6,1.4232478040472423e-05,False,False
V37,float64,590540,421571,168969,0.2861262573238053,55,0.00013046438203766388,False,False
V38,float64,590540,421571,168969,0.2861262573238053,55,0.00013046438203766388,False,False
V39,float64,590540,421571,168969,0.2861262573238053,16,3.795327477459313e-05,False,False
V40,float64,590540,421571,168969,0.2861262573238053,18,4.269743412141727e-05,False,False
V41,float64,590540,421571,168969,0.2861262573238053,2,4.744159346824141e-06,False,False
V42,float64,590540,421571,168969,0.2861262573238053,9,2.1348717060708634e-05,False,False
V43,float64,590540,421571,168969,0.2861262573238053,9,2.1348717060708634e-05,False,False
V44,float64,590540,421571,168969,0.2861262573238053,49,0.00011623190399719145,False,False
V45,float64,590540,421571,168969,0.2861262573238053,49,0.00011623190399719145,False,False
V46,float64,590540,421571,168969,0.2861262573238053,7,1.6604557713884493e-05,False,False
V47,float64,590540,421571,168969,0.2861262573238053,9,2.1348717060708634e-05,False,False
V48,float64,590540,421571,168969,0.2861262573238053,6,1.4232478040472423e-05,False,False
V49,float64,590540,421571,168969,0.2861262573238053,6,1.4232478040472423e-05,False,False
V50,float64,590540,421571,168969,0.2861262573238053,6,1.4232478040472423e-05,False,False
V51,float64,590540,421571,168969,0.2861262573238053,7,1.6604557713884493e-05,False,False
V52,float64,590540,421571,168969,0.2861262573238053,9,2.1348717060708634e-05,False,False
V53,float64,590540,513444,77096,0.13055169844549055,6,1.1685792413583565e-05,False,False
V54,float64,590540,513444,77096,0.13055169844549055,7,1.363342448251416e-05,False,False
V55,float64,590540,513444,77096,0.13055169844549055,18,3.5057377240750695e-05,False,False
V56,float64,590540,513444,77096,0.13055169844549055,52,0.0001012768675843909,False,False
V57,float64,590540,513444,77096,0.13055169844549055,7,1.363342448251416e-05,False,False
V58,float64,590540,513444,77096,0.13055169844549055,11,2.1423952758236537e-05,False,False
V59,float64,590540,513444,77096,0.13055169844549055,17,3.31097451718201e-05,False,False
V60,float64,590540,513444,77096,0.13055169844549055,17,3.31097451718201e-05,False,False
V61,float64,590540,513444,77096,0.13055169844549055,7,1.363342448251416e-05,False,False
V62,float64,590540,513444,77096,0.13055169844549055,11,2.1423952758236537e-05,False,False
V63,float64,590540,513444,77096,0.13055169844549055,8,1.5581056551444753e-05,False,False
V64,float64,590540,513444,77096,0.13055169844549055,8,1.5581056551444753e-05,False,False
V65,float64,590540,513444,77096,0.13055169844549055,2,3.895264137861188e-06,False,False
V66,float64,590540,513444,77096,0.13055169844549055,8,1.5581056551444753e-05,False,False
V67,float64,590540,513444,77096,0.13055169844549055,9,1.7528688620375348e-05,False,False
V68,float64,590540,513444,77096,0.13055169844549055,3,5.842896206791782e-06,False,False
V69,float64,590540,513444,77096,0.13055169844549055,6,1.1685792413583565e-05,False,False
V70,float64,590540,513444,77096,0.13055169844549055,7,1.363342448251416e-05,False,False
V71,float64,590540,513444,77096,0.13055169844549055,7,1.363342448251416e-05,False,False
V72,float64,590540,513444,77096,0.13055169844549055,11,2.1423952758236537e-05,False,False
V73,float64,590540,513444,77096,0.13055169844549055,8,1.5581056551444753e-05,False,False
V74,float64,590540,513444,77096,0.13055169844549055,9,1.7528688620375348e-05,False,False
V75,float64,590540,501376,89164,0.15098723202492634,5,9.972555527189175e-06,False,False
V76,float64,590540,501376,89164,0.15098723202492634,7,1.3961577738064846e-05,False,False
V77,float64,590540,501376,89164,0.15098723202492634,31,6.182984426857289e-05,False,False
V78,float64,590540,501376,89164,0.15098723202492634,32,6.382435537401073e-05,False,False
V79,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V80,float64,590540,501376,89164,0.15098723202492634,20,3.98902221087567e-05,False,False
V81,float64,590540,501376,89164,0.15098723202492634,20,3.98902221087567e-05,False,False
V82,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V83,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V84,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V85,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V86,float64,590540,501376,89164,0.15098723202492634,31,6.182984426857289e-05,False,False
V87,float64,590540,501376,89164,0.15098723202492634,31,6.182984426857289e-05,False,False
V88,float64,590540,501376,89164,0.15098723202492634,2,3.9890222108756704e-06,False,False
V89,float64,590540,501376,89164,0.15098723202492634,3,5.983533316313505e-06,False,False
V90,float64,590540,501376,89164,0.15098723202492634,6,1.196706663262701e-05,False,False
V91,float64,590540,501376,89164,0.15098723202492634,7,1.3961577738064846e-05,False,False
V92,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V93,float64,590540,501376,89164,0.15098723202492634,8,1.5956088843502682e-05,False,False
V94,float64,590540,501376,89164,0.15098723202492634,3,5.983533316313505e-06,False,False
V95,float64,590540,590226,314,0.0005317167338368274,881,0.001492648578680031,False,False
V96,float64,590540,590226,314,0.0005317167338368274,1410,0.0023889154323936935,False,False
V97,float64,590540,590226,314,0.0005317167338368274,976,0.0016536038737703864,False,False
V98,float64,590540,590226,314,0.0005317167338368274,13,2.202546143341703e-05,False,False
V99,float64,590540,590226,314,0.0005317167338368274,89,0.0001507896975057012,False,False
V100,float64,590540,590226,314,0.0005317167338368274,29,4.9133721659161064e-05,False,False
V101,float64,590540,590226,314,0.0005317167338368274,870,0.001474011649774832,False,False
V102,float64,590540,590226,314,0.0005317167338368274,1285,0.002177132149380068,False,False
V103,float64,590540,590226,314,0.0005317167338368274,928,0.001572279093093154,False,False
V104,float64,590540,590226,314,0.0005317167338368274,16,2.7108260225744038e-05,False,False
V105,float64,590540,590226,314,0.0005317167338368274,100,0.00016942662641090023,False,False
V106,float64,590540,590226,314,0.0005317167338368274,56,9.487891079010413e-05,False,False
V107,float64,590540,590226,314,0.0005317167338368274,2,3.3885325282180048e-06,False,False
V108,float64,590540,590226,314,0.0005317167338368274,8,1.3554130112872019e-05,False,False
V109,float64,590540,590226,314,0.0005317167338368274,8,1.3554130112872019e-05,False,False
V110,float64,590540,590226,314,0.0005317167338368274,8,1.3554130112872019e-05,False,False
V111,float64,590540,590226,314,0.0005317167338368274,10,1.6942662641090024e-05,False,False
V112,float64,590540,590226,314,0.0005317167338368274,10,1.6942662641090024e-05,False,False
V113,float64,590540,590226,314,0.0005317167338368274,10,1.6942662641090024e-05,False,False
V114,float64,590540,590226,314,0.0005317167338368274,7,1.1859863848763016e-05,False,False
V115,float64,590540,590226,314,0.0005317167338368274,7,1.1859863848763016e-05,False,False
V116,float64,590540,590226,314,0.0005317167338368274,7,1.1859863848763016e-05,False,False
V117,float64,590540,590226,314,0.0005317167338368274,4,6.7770650564360095e-06,False,False
V118,float64,590540,590226,314,0.0005317167338368274,4,6.7770650564360095e-06,False,False
V119,float64,590540,590226,314,0.0005317167338368274,4,6.7770650564360095e-06,False,False
V120,float64,590540,590226,314,0.0005317167338368274,4,6.7770650564360095e-06,False,False
V121,float64,590540,590226,314,0.0005317167338368274,4,6.7770650564360095e-06,False,False
V122,float64,590540,590226,314,0.0005317167338368274,4,6.7770650564360095e-06,False,False
V123,float64,590540,590226,314,0.0005317167338368274,14,2.371972769752603e-05,False,False
V124,float64,590540,590226,314,0.0005317167338368274,14,2.371972769752603e-05,False,False
V125,float64,590540,590226,314,0.0005317167338368274,14,2.371972769752603e-05,False,False
V126,float64,590540,590226,314,0.0005317167338368274,10299,0.017449248254058615,False,False
V127,float64,590540,590226,314,0.0005317167338368274,24414,0.04136381657195718,False,False
V128,float64,590540,590226,314,0.0005317167338368274,14507,0.024578720693429295,False,False
V129,float64,590540,590226,314,0.0005317167338368274,1968,0.0033343160077665165,False,False
V130,float64,590540,590226,314,0.0005317167338368274,12332,0.020893691568992217,False,False
V131,float64,590540,590226,314,0.0005317167338368274,4444,0.0075293192777004065,False,False
V132,float64,590540,590226,314,0.0005317167338368274,6560,0.011114386692555055,False,False
V133,float64,590540,590226,314,0.0005317167338368274,9949,0.016856255061620463,False,False
V134,float64,590540,590226,314,0.0005317167338368274,8178,0.01385570950788342,False,False
V135,float64,590540,590226,314,0.0005317167338368274,3724,0.006309447567541924,False,False
V136,float64,590540,590226,314,0.0005317167338368274,4852,0.00822057991345688,False,False
V137,float64,590540,590226,314,0.0005317167338368274,4252,0.007204020154991478,False,False
V138,float64,590540,81945,508595,0.8612371727571375,23,0.00028067606321313074,False,False
V139,float64,590540,81945,508595,0.8612371727571375,34,0.0004149124412715846,False,False
V140,float64,590540,81945,508595,0.8612371727571375,34,0.0004149124412715846,False,False
V141,float64,590540,81945,508595,0.8612371727571375,6,7.321984257733846e-05,False,False
V142,float64,590540,81945,508595,0.8612371727571375,10,0.00012203307096223076,False,False
V143,float64,590540,81951,508589,0.8612270125647712,870,0.010616099864553209,False,False
V144,float64,590540,81951,508589,0.8612270125647712,63,0.0007687520591573013,False,False
V145,float64,590540,81951,508589,0.8612270125647712,260,0.003172627545728545,False,False
V146,float64,590540,81945,508595,0.8612371727571375,25,0.0003050826774055769,False,False
V147,float64,590540,81945,508595,0.8612371727571375,27,0.00032948929159802305,False,False
V148,float64,590540,81945,508595,0.8612371727571375,21,0.0002562694490206846,False,False
V149,float64,590540,81945,508595,0.8612371727571375,21,0.0002562694490206846,False,False
V150,float64,590540,81951,508589,0.8612270125647712,1996,0.024356017620285293,False,False
V151,float64,590540,81951,508589,0.8612270125647712,56,0.000683335163695379,False,False
V152,float64,590540,81951,508589,0.8612270125647712,39,0.0004758941318592818,False,False
V153,float64,590540,81945,508595,0.8612371727571375,19,0.00023186283482823846,False,False
V154,float64,590540,81945,508595,0.8612371727571375,19,0.00023186283482823846,False,False
V155,float64,590540,81945,508595,0.8612371727571375,25,0.0003050826774055769,False,False
V156,float64,590540,81945,508595,0.8612371727571375,25,0.0003050826774055769,False,False
V157,float64,590540,81945,508595,0.8612371727571375,25,0.0003050826774055769,False,False
V158,float64,590540,81945,508595,0.8612371727571375,25,0.0003050826774055769,False,False
V159,float64,590540,81951,508589,0.8612270125647712,6663,0.08130468206611267,False,False
V160,float64,590540,81951,508589,0.8612270125647712,9621,0.11739942160559359,False,False
V161,float64,590540,81945,508595,0.8612371727571375,79,0.0009640612606016231,False,False
V162,float64,590540,81945,508595,0.8612371727571375,185,0.002257611812801269,False,False
V163,float64,590540,81945,508595,0.8612371727571375,106,0.0012935505521996461,False,False
V164,float64,590540,81951,508589,0.8612270125647712,1978,0.02413637417481178,False,False
V165,float64,590540,81951,508589,0.8612270125647712,2547,0.031079547534502323,False,False
V166,float64,590540,81951,508589,0.8612270125647712,987,0.012043782260131053,False,False
V167,float64,590540,139631,450909,0.763553696616656,873,0.0062521932808617,False,False
V168,float64,590540,139631,450909,0.763553696616656,965,0.0069110727560498745,False,False
V169,float64,590540,139819,450721,0.7632353439225116,20,0.0001430420758266044,False,False
V170,float64,590540,139819,450721,0.7632353439225116,49,0.00035045308577518077,False,False
V171,float64,590540,139819,450721,0.7632353439225116,62,0.00044343043506247365,False,False
V172,float64,590540,139631,450909,0.763553696616656,32,0.0002291754696306694,False,False
V173,float64,590540,139631,450909,0.763553696616656,8,5.729386740766735e-05,False,False
V174,float64,590540,139819,450721,0.7632353439225116,9,6.436893412197198e-05,False,False
V175,float64,590540,139819,450721,0.7632353439225116,15,0.0001072815568699533,False,False
V176,float64,590540,139631,450909,0.763553696616656,49,0.0003509249378719625,False,False
V177,float64,590540,139631,450909,0.763553696616656,862,0.006173414213176157,False,False
V178,float64,590540,139631,450909,0.763553696616656,1236,0.008851902514484606,False,False
V179,float64,590540,139631,450909,0.763553696616656,921,0.006595956485307704,False,False
V180,float64,590540,139819,450721,0.7632353439225116,84,0.0006007767184717385,False,False
V181,float64,590540,139631,450909,0.763553696616656,25,0.00017904333564896046,False,False
V182,float64,590540,139631,450909,0.763553696616656,84,0.0006015856077805072,False,False
V183,float64,590540,139631,450909,0.763553696616656,42,0.0003007928038902536,False,False
V184,float64,590540,139819,450721,0.7632353439225116,17,0.00012158576445261374,False,False
V185,float64,590540,139819,450721,0.7632353439225116,32,0.00022886732132256703,False,False
V186,float64,590540,139631,450909,0.763553696616656,39,0.00027930760361237836,False,False
V187,float64,590540,139631,450909,0.763553696616656,215,0.00153977268658106,False,False
V188,float64,590540,139819,450721,0.7632353439225116,31,0.00022171521753123683,False,False
V189,float64,590540,139819,450721,0.7632353439225116,31,0.00022171521753123683,False,False
V190,float64,590540,139631,450909,0.763553696616656,43,0.000307954537316212,False,False
V191,float64,590540,139631,450909,0.763553696616656,22,0.00015755813537108522,False,False
V192,float64,590540,139631,450909,0.763553696616656,45,0.00032227800416812885,False,False
V193,float64,590540,139631,450909,0.763553696616656,38,0.00027214587018641994,False,False
V194,float64,590540,139819,450721,0.7632353439225116,8,5.721683033064176e-05,False,False
V195,float64,590540,139819,450721,0.7632353439225116,17,0.00012158576445261374,False,False
V196,float64,590540,139631,450909,0.763553696616656,39,0.00027930760361237836,False,False
V197,float64,590540,139819,450721,0.7632353439225116,15,0.0001072815568699533,False,False
V198,float64,590540,139819,450721,0.7632353439225116,22,0.00015734628340926483,False,False
V199,float64,590540,139631,450909,0.763553696616656,46,0.00032943973759408726,False,False
V200,float64,590540,139819,450721,0.7632353439225116,46,0.0003289967744011901,False,False
V201,float64,590540,139819,450721,0.7632353439225116,56,0.0004005178123144923,False,False
V202,float64,590540,139631,450909,0.763553696616656,10970,0.07856421568276385,False,False
V203,float64,590540,139631,450909,0.763553696616656,14951,0.10707507645150433,False,False
V204,float64,590540,139631,450909,0.763553696616656,12858,0.09208556839097336,False,False
V205,float64,590540,139631,450909,0.763553696616656,2240,0.016042282874146857,False,False
V206,float64,590540,139631,450909,0.763553696616656,1780,0.012747885498205986,False,False
V207,float64,590540,139631,450909,0.763553696616656,3246,0.023246986700661026,False,False
V208,float64,590540,139819,450721,0.7632353439225116,2552,0.01825216887547472,False,False
V209,float64,590540,139819,450721,0.7632353439225116,3451,0.02468191018388059,False,False
V210,float64,590540,139819,450721,0.7632353439225116,2836,0.020283366352212503,False,False
V211,float64,590540,139631,450909,0.763553696616656,7624,0.054601055639506985,False,False
V212,float64,590540,139631,450909,0.763553696616656,8868,0.06351025202139926,False,False
V213,float64,590540,139631,450909,0.763553696616656,8317,0.05956413690369617,False,False
V214,float64,590540,139631,450909,0.763553696616656,2282,0.01634307567803711,False,False
V215,float64,590540,139631,450909,0.763553696616656,2747,0.01967328172110778,False,False
V216,float64,590540,139631,450909,0.763553696616656,2532,0.018133509034526717,False,False
V217,float64,590540,130430,460110,0.7791343516103905,304,0.0023307521275780113,False,False
V218,float64,590540,130430,460110,0.7791343516103905,401,0.0030744460630223107,False,False
V219,float64,590540,130430,460110,0.7791343516103905,379,0.0029057732116844286,False,False
V220,float64,590540,141416,449124,0.7605310393876791,26,0.0001838547264807377,False,False
V221,float64,590540,141416,449124,0.7605310393876791,77,0.0005444928438083386,False,False
V222,float64,590540,141416,449124,0.7605310393876791,76,0.000537421508174464,False,False
V223,float64,590540,130430,460110,0.7791343516103905,17,0.00013033811239745457,False,False
V224,float64,590540,130430,460110,0.7791343516103905,79,0.0006056888752587595,False,False
V225,float64,590540,130430,460110,0.7791343516103905,35,0.0002683431725829947,False,False
V226,float64,590540,130430,460110,0.7791343516103905,81,0.0006210227708349307,False,False
V227,float64,590540,141416,449124,0.7605310393876791,50,0.00035356678169372633,False,False
V228,float64,590540,130430,460110,0.7791343516103905,55,0.00042168212834470595,False,False
V229,float64,590540,130430,460110,0.7791343516103905,91,0.0006976922487157862,False,False
V230,float64,590540,130430,460110,0.7791343516103905,66,0.0005060185540136471,False,False
V231,float64,590540,130430,460110,0.7791343516103905,294,0.0022540826496971556,False,False
V232,float64,590540,130430,460110,0.7791343516103905,338,0.00259142835237292,False,False
V233,float64,590540,130430,460110,0.7791343516103905,333,0.0025530936134324925,False,False
V234,float64,590540,141416,449124,0.7605310393876791,122,0.0008627029473326922,False,False
V235,float64,590540,130430,460110,0.7791343516103905,24,0.00018400674691405351,False,False
V236,float64,590540,130430,460110,0.7791343516103905,46,0.0003526795982519359,False,False
V237,float64,590540,130430,460110,0.7791343516103905,40,0.00030667791152342254,False,False
V238,float64,590540,141416,449124,0.7605310393876791,24,0.00016971205521298862,False,False
V239,float64,590540,141416,449124,0.7605310393876791,24,0.00016971205521298862,False,False
V240,float64,590540,130430,460110,0.7791343516103905,6,4.600168672851338e-05,False,False
V241,float64,590540,130430,460110,0.7791343516103905,5,3.833473894042782e-05,False,False
V242,float64,590540,130430,460110,0.7791343516103905,21,0.00016100590354979684,False,False
V243,float64,590540,130430,460110,0.7791343516103905,43,0.0003296787548876792,False,False
V244,float64,590540,130430,460110,0.7791343516103905,23,0.00017633979912596795,False,False
V245,float64,590540,141416,449124,0.7605310393876791,58,0.0004101374667647225,False,False
V246,float64,590540,130430,460110,0.7791343516103905,46,0.0003526795982519359,False,False
V247,float64,590540,130430,460110,0.7791343516103905,19,0.0001456720079736257,False,False
V248,float64,590540,130430,460110,0.7791343516103905,23,0.00017633979912596795,False,False
V249,float64,590540,130430,460110,0.7791343516103905,23,0.00017633979912596795,False,False
V250,float64,590540,141416,449124,0.7605310393876791,19,0.000134355377043616,False,False
V251,float64,590540,141416,449124,0.7605310393876791,19,0.000134355377043616,False,False
V252,float64,590540,130430,460110,0.7791343516103905,25,0.00019167369470213908,False,False
V253,float64,590540,130430,460110,0.7791343516103905,66,0.0005060185540136471,False,False
V254,float64,590540,130430,460110,0.7791343516103905,45,0.0003450126504638503,False,False
V255,float64,590540,141416,449124,0.7605310393876791,46,0.0003252814391582282,False,False
V256,float64,590540,141416,449124,0.7605310393876791,48,0.00033942411042597724,False,False
V257,float64,590540,130430,460110,0.7791343516103905,49,0.0003756804416161926,False,False
V258,float64,590540,130430,460110,0.7791343516103905,67,0.0005136855018017327,False,False
V259,float64,590540,141416,449124,0.7605310393876791,68,0.00048085082310346777,False,False
V260,float64,590540,130430,460110,0.7791343516103905,9,6.900253009277007e-05,False,False
V261,float64,590540,130430,460110,0.7791343516103905,41,0.0003143448593115081,False,False
V262,float64,590540,130430,460110,0.7791343516103905,21,0.00016100590354979684,False,False
V263,float64,590540,130430,460110,0.7791343516103905,10422,0.07990492984742774,False,False
V264,float64,590540,130430,460110,0.7791343516103905,13358,0.10241508855324695,False,False
V265,float64,590540,130430,460110,0.7791343516103905,11757,0.09014030514452197,False,False
V266,float64,590540,130430,460110,0.7791343516103905,2178,0.016698612282450356,False,False
V267,float64,590540,130430,460110,0.7791343516103905,3616,0.027723683201717395,False,False
V268,float64,590540,130430,460110,0.7791343516103905,2756,0.02113010810396381,False,False
V269,float64,590540,130430,460110,0.7791343516103905,151,0.00115770911600092,False,False
V270,float64,590540,141416,449124,0.7605310393876791,2340,0.01654692538326639,False,False
V271,float64,590540,141416,449124,0.7605310393876791,2787,0.019707812411608305,False,False
V272,float64,590540,141416,449124,0.7605310393876791,2507,0.017727838434123438,False,False
V273,float64,590540,130430,460110,0.7791343516103905,7177,0.05502568427509009,False,False
V274,float64,590540,130430,460110,0.7791343516103905,8315,0.06375067085793146,False,False
V275,float64,590540,130430,460110,0.7791343516103905,7776,0.05961818600015334,False,False
V276,float64,590540,130430,460110,0.7791343516103905,2263,0.01735030284443763,False,False
V277,float64,590540,130430,460110,0.7791343516103905,2540,0.01947404738173733,False,False
V278,float64,590540,130430,460110,0.7791343516103905,2398,0.01838534079582918,False,False
V279,float64,590540,590528,12,2.0320384732617603e-05,881,0.0014918852281348217,False,False
V280,float64,590540,590528,12,2.0320384732617603e-05,975,0.0016510648097973338,False,False
V281,float64,590540,589271,1269,0.0021488806854743116,23,3.903127762947778e-05,False,False
V282,float64,590540,589271,1269,0.0021488806854743116,33,5.6001398337946376e-05,False,False
V283,float64,590540,589271,1269,0.0021488806854743116,62,0.00010521474839250532,False,False
V284,float64,590540,590528,12,2.0320384732617603e-05,13,2.2014197463964454e-05,False,False
V285,float64,590540,590528,12,2.0320384732617603e-05,96,0.00016256638127235288,False,False
V286,float64,590540,590528,12,2.0320384732617603e-05,9,1.5240598244283083e-05,False,False
V287,float64,590540,590528,12,2.0320384732617603e-05,32,5.418879375745096e-05,False,False
V288,float64,590540,589271,1269,0.0021488806854743116,11,1.866713277931546e-05,False,False
V289,float64,590540,589271,1269,0.0021488806854743116,13,2.206115692100918e-05,False,False
V290,float64,590540,590528,12,2.0320384732617603e-05,58,9.821718868537986e-05,False,False
